,train,val,test
slide_4,True,False,False
slide_20,True,False,False
slide_21,True,False,False
slide_32,True,False,False
slide_52,True,False,False
slide_60,True,False,False
slide_64,True,False,False
slide_67,True,False,False
slide_78,True,False,False
slide_107,True,False,False
slide_153,True,False,False
slide_166,True,False,False
slide_172,True,False,False
slide_189,True,False,False
slide_203,True,False,False
slide_210,True,False,False
slide_227,True,False,False
slide_282,True,False,False
slide_302,True,False,False
slide_343,True,False,False
slide_354,True,False,False
slide_361,True,False,False
slide_369,True,False,False
slide_386,True,False,False
slide_388,True,False,False
slide_399,True,False,False
slide_403,True,False,False
slide_411,True,False,False
slide_415,True,False,False
slide_439,True,False,False
slide_471,True,False,False
slide_486,True,False,False
slide_488,True,False,False
slide_530,True,False,False
slide_564,True,False,False
slide_565,True,False,False
slide_577,True,False,False
slide_581,True,False,False
slide_584,True,False,False
slide_605,True,False,False
slide_609,True,False,False
slide_616,True,False,False
slide_625,True,False,False
slide_638,True,False,False
slide_643,True,False,False
slide_665,True,False,False
slide_668,True,False,False
slide_670,True,False,False
slide_671,True,False,False
slide_675,True,False,False
slide_676,True,False,False
slide_680,True,False,False
slide_697,True,False,False
slide_702,True,False,False
slide_727,True,False,False
slide_730,True,False,False
slide_778,True,False,False
slide_779,True,False,False
slide_786,True,False,False
slide_794,True,False,False
slide_823,True,False,False
slide_834,True,False,False
slide_852,True,False,False
slide_857,True,False,False
slide_885,True,False,False
slide_898,True,False,False
slide_916,True,False,False
slide_917,True,False,False
slide_954,True,False,False
slide_966,True,False,False
slide_972,True,False,False
slide_978,True,False,False
slide_981,True,False,False
slide_1031,True,False,False
slide_1041,True,False,False
slide_1059,True,False,False
slide_1066,True,False,False
slide_1074,True,False,False
slide_1080,True,False,False
slide_1084,True,False,False
slide_1088,True,False,False
slide_1093,True,False,False
slide_1095,True,False,False
slide_1115,True,False,False
slide_1116,True,False,False
slide_1125,True,False,False
slide_1159,True,False,False
slide_1164,True,False,False
slide_1175,True,False,False
slide_1203,True,False,False
slide_1210,True,False,False
slide_1212,True,False,False
slide_1229,True,False,False
slide_1235,True,False,False
slide_1236,True,False,False
slide_1241,True,False,False
slide_1245,True,False,False
slide_1283,True,False,False
slide_0,True,False,False
slide_1,True,False,False
slide_2,True,False,False
slide_5,True,False,False
slide_11,True,False,False
slide_12,True,False,False
slide_13,True,False,False
slide_15,True,False,False
slide_18,True,False,False
slide_19,True,False,False
slide_22,True,False,False
slide_24,True,False,False
slide_27,True,False,False
slide_28,True,False,False
slide_29,True,False,False
slide_30,True,False,False
slide_33,True,False,False
slide_34,True,False,False
slide_35,True,False,False
slide_37,True,False,False
slide_38,True,False,False
slide_39,True,False,False
slide_41,True,False,False
slide_42,True,False,False
slide_43,True,False,False
slide_44,True,False,False
slide_45,True,False,False
slide_46,True,False,False
slide_47,True,False,False
slide_48,True,False,False
slide_57,True,False,False
slide_58,True,False,False
slide_61,True,False,False
slide_66,True,False,False
slide_68,True,False,False
slide_71,True,False,False
slide_72,True,False,False
slide_73,True,False,False
slide_74,True,False,False
slide_76,True,False,False
slide_79,True,False,False
slide_80,True,False,False
slide_81,True,False,False
slide_82,True,False,False
slide_83,True,False,False
slide_85,True,False,False
slide_87,True,False,False
slide_88,True,False,False
slide_94,True,False,False
slide_96,True,False,False
slide_97,True,False,False
slide_98,True,False,False
slide_101,True,False,False
slide_104,True,False,False
slide_108,True,False,False
slide_109,True,False,False
slide_110,True,False,False
slide_112,True,False,False
slide_113,True,False,False
slide_115,True,False,False
slide_116,True,False,False
slide_119,True,False,False
slide_120,True,False,False
slide_122,True,False,False
slide_127,True,False,False
slide_129,True,False,False
slide_131,True,False,False
slide_133,True,False,False
slide_134,True,False,False
slide_138,True,False,False
slide_140,True,False,False
slide_142,True,False,False
slide_143,True,False,False
slide_144,True,False,False
slide_145,True,False,False
slide_146,True,False,False
slide_147,True,False,False
slide_150,True,False,False
slide_152,True,False,False
slide_155,True,False,False
slide_160,True,False,False
slide_164,True,False,False
slide_165,True,False,False
slide_167,True,False,False
slide_168,True,False,False
slide_169,True,False,False
slide_171,True,False,False
slide_173,True,False,False
slide_175,True,False,False
slide_176,True,False,False
slide_177,True,False,False
slide_178,True,False,False
slide_179,True,False,False
slide_182,True,False,False
slide_183,True,False,False
slide_184,True,False,False
slide_186,True,False,False
slide_191,True,False,False
slide_194,True,False,False
slide_196,True,False,False
slide_198,True,False,False
slide_199,True,False,False
slide_200,True,False,False
slide_202,True,False,False
slide_204,True,False,False
slide_205,True,False,False
slide_208,True,False,False
slide_211,True,False,False
slide_213,True,False,False
slide_214,True,False,False
slide_215,True,False,False
slide_217,True,False,False
slide_222,True,False,False
slide_225,True,False,False
slide_226,True,False,False
slide_229,True,False,False
slide_230,True,False,False
slide_233,True,False,False
slide_235,True,False,False
slide_236,True,False,False
slide_237,True,False,False
slide_238,True,False,False
slide_239,True,False,False
slide_240,True,False,False
slide_241,True,False,False
slide_242,True,False,False
slide_246,True,False,False
slide_247,True,False,False
slide_248,True,False,False
slide_252,True,False,False
slide_253,True,False,False
slide_254,True,False,False
slide_255,True,False,False
slide_256,True,False,False
slide_257,True,False,False
slide_258,True,False,False
slide_259,True,False,False
slide_260,True,False,False
slide_261,True,False,False
slide_262,True,False,False
slide_263,True,False,False
slide_265,True,False,False
slide_266,True,False,False
slide_267,True,False,False
slide_273,True,False,False
slide_274,True,False,False
slide_275,True,False,False
slide_278,True,False,False
