,train,val,test
0,slide_8,slide_415,slide_95
1,slide_20,slide_439,slide_834
2,slide_32,slide_4,slide_974
3,slide_49,slide_302,slide_786
4,slide_52,slide_794,slide_605
5,slide_64,slide_67,slide_399
6,slide_78,slide_550,slide_411
7,slide_117,slide_107,slide_1125
8,slide_118,slide_816,slide_564
9,slide_121,slide_1164,slide_978
10,slide_124,slide_1152,slide_690
11,slide_153,slide_727,slide_1240
12,slide_161,slide_1229,slide_166
13,slide_172,slide_21,slide_1074
14,slide_189,slide_1093,slide_675
15,slide_193,slide_807,slide_1234
16,slide_203,slide_625,slide_361
17,slide_210,slide_403,slide_697
18,slide_227,slide_1210,slide_1031
19,slide_231,slide_334,slide_819
20,slide_282,slide_865,slide_665
21,slide_289,slide_872,slide_966
22,slide_311,slide_972,slide_486
23,slide_343,slide_1026,slide_1088
24,slide_347,slide_643,slide_1199
25,slide_353,slide_857,slide_1084
26,slide_354,slide_898,slide_149
27,slide_369,slide_1283,slide_920
28,slide_380,slide_1095,slide_676
29,slide_386,slide_976,slide_885
30,slide_388,slide_954,slide_60
31,slide_408,slide_1212,slide_557
32,slide_430,slide_266,slide_1284
33,slide_471,slide_190,slide_120
34,slide_488,slide_329,slide_734
35,slide_530,slide_701,slide_524
36,slide_548,slide_1067,slide_409
37,slide_565,slide_721,slide_567
38,slide_577,slide_438,slide_890
39,slide_581,slide_13,slide_286
40,slide_584,slide_614,slide_685
41,slide_609,slide_376,slide_535
42,slide_616,slide_40,slide_402
43,slide_638,slide_563,slide_1208
44,slide_668,slide_844,slide_230
45,slide_670,slide_1091,slide_480
46,slide_671,slide_555,slide_659
47,slide_678,slide_510,slide_827
48,slide_680,slide_518,slide_611
49,slide_689,slide_250,slide_400
50,slide_691,slide_637,slide_206
51,slide_692,slide_341,slide_958
52,slide_702,slide_1011,slide_770
53,slide_710,slide_1062,slide_566
54,slide_723,slide_1268,slide_1288
55,slide_730,slide_15,slide_664
56,slide_754,slide_554,slide_0
57,slide_778,slide_847,slide_240
58,slide_779,slide_1200,slide_953
59,slide_782,slide_42,slide_338
60,slide_823,slide_1028,slide_1092
61,slide_824,slide_989,slide_35
62,slide_850,slide_522,slide_855
63,slide_852,slide_1213,slide_217
64,slide_856,slide_1239,slide_617
65,slide_864,slide_889,slide_1076
66,slide_880,slide_528,slide_891
67,slide_910,slide_418,slide_23
68,slide_916,slide_284,slide_135
69,slide_917,slide_576,slide_560
70,slide_942,slide_1280,slide_436
71,slide_981,slide_503,slide_55
72,slide_1006,slide_464,slide_455
73,slide_1009,slide_176,slide_667
74,slide_1035,slide_894,slide_601
