,train,val,test
0,slide_8,slide_95,slide_1125
1,slide_20,slide_1199,slide_1175
2,slide_21,slide_872,slide_723
3,slide_32,slide_954,slide_754
4,slide_64,slide_670,slide_548
5,slide_78,slide_124,slide_486
6,slide_117,slide_415,slide_67
7,slide_118,slide_1220,slide_430
8,slide_121,slide_1229,slide_1095
9,slide_153,slide_625,slide_609
10,slide_161,slide_778,slide_1093
11,slide_166,slide_786,slide_577
12,slide_172,slide_978,slide_816
13,slide_210,slide_823,slide_1084
14,slide_227,slide_643,slide_1159
15,slide_231,slide_885,slide_671
16,slide_282,slide_4,slide_916
17,slide_311,slide_289,slide_880
18,slide_334,slide_399,slide_689
19,slide_343,slide_49,slide_605
20,slide_347,slide_857,slide_1178
21,slide_354,slide_1245,slide_824
22,slide_361,slide_920,slide_1240
23,slide_369,slide_193,slide_1210
24,slide_380,slide_865,slide_60
25,slide_386,slide_898,slide_1059
26,slide_403,slide_302,slide_557
27,slide_408,slide_107,slide_388
28,slide_411,slide_353,slide_203
29,slide_439,slide_834,slide_680
30,slide_471,slide_149,slide_1074
31,slide_488,slide_52,slide_189
32,slide_530,slide_106,slide_290
33,slide_550,slide_560,slide_65
34,slide_564,slide_685,slide_376
35,slide_565,slide_104,slide_947
36,slide_581,slide_762,slide_379
37,slide_584,slide_287,slide_639
38,slide_616,slide_681,slide_392
39,slide_638,slide_150,slide_580
40,slide_665,slide_23,slide_839
41,slide_668,slide_393,slide_1231
42,slide_675,slide_1092,slide_1173
43,slide_676,slide_959,slide_132
44,slide_678,slide_776,slide_957
45,slide_690,slide_1257,slide_160
46,slide_691,slide_222,slide_451
47,slide_692,slide_571,slide_767
48,slide_697,slide_312,slide_1010
49,slide_702,slide_293,slide_519
50,slide_710,slide_1224,slide_666
51,slide_727,slide_1099,slide_829
52,slide_730,slide_555,slide_905
53,slide_779,slide_1013,slide_223
54,slide_782,slide_739,slide_292
55,slide_794,slide_965,slide_929
56,slide_807,slide_409,slide_848
57,slide_819,slide_207,slide_253
58,slide_850,slide_817,slide_1227
59,slide_852,slide_495,slide_321
60,slide_856,slide_434,slide_894
61,slide_864,slide_640,slide_1193
62,slide_910,slide_810,slide_596
63,slide_917,slide_1012,slide_653
64,slide_942,slide_133,slide_38
65,slide_966,slide_849,slide_1075
66,slide_972,slide_448,slide_742
67,slide_974,slide_511,slide_610
68,slide_976,slide_866,slide_375
69,slide_981,slide_741,slide_499
70,slide_1006,slide_788,slide_177
71,slide_1009,slide_1223,slide_677
72,slide_1026,slide_125,slide_799
73,slide_1031,slide_783,slide_1008
74,slide_1035,slide_755,slide_902
75,slide_1041,slide_772,slide_647
76,slide_1066,slide_1108,slide_594
77,slide_1080,slide_122,slide_980
78,slide_1087,slide_996,slide_195
79,slide_1088,slide_621,slide_341
80,slide_1114,slide_410,slide_995
81,slide_1115,slide_1207,slide_258
82,slide_1116,slide_1014,slide_626
83,slide_1152,slide_855,slide_391
84,slide_1164,slide_1189,slide_313
85,slide_1195,slide_745,slide_1001
86,slide_1203,slide_1126,slide_218
87,slide_1212,slide_1058,slide_1056
88,slide_1215,slide_105,slide_735
89,slide_1234,slide_1275,slide_5
90,slide_1235,slide_1214,slide_59
91,slide_1236,slide_628,slide_944
92,slide_1241,slide_712,slide_304
93,slide_1252,slide_587,slide_738
94,slide_1255,slide_424,slide_644
95,slide_1265,slide_192,slide_606
96,slide_1269,slide_648,slide_914
97,slide_1283,slide_268,slide_423
98,slide_1,slide_1163,slide_275
99,slide_2,slide_775,slide_1106
100,slide_9,slide_115,slide_1121
101,slide_11,slide_204,slide_35
102,slide_12,slide_828,slide_631
103,slide_13,slide_90,slide_992
104,slide_14,slide_110,slide_1162
