,train,val,test
0,slide_4,slide_408,slide_1026
1,slide_20,slide_430,slide_8
2,slide_21,slide_920,slide_1199
3,slide_32,slide_691,slide_850
4,slide_52,slide_1265,slide_1255
5,slide_60,slide_95,slide_1114
6,slide_64,slide_976,slide_678
7,slide_67,slide_353,slide_1009
8,slide_78,slide_1195,slide_117
9,slide_107,slide_118,slide_1240
10,slide_153,slide_692,slide_1006
11,slide_166,slide_856,slide_974
12,slide_172,slide_807,slide_880
13,slide_189,slide_161,slide_782
14,slide_203,slide_1152,slide_942
15,slide_210,slide_689,slide_1178
16,slide_227,slide_910,slide_334
17,slide_282,slide_710,slide_121
18,slide_302,slide_754,slide_193
19,slide_343,slide_1269,slide_1220
20,slide_354,slide_865,slide_1087
21,slide_361,slide_289,slide_347
22,slide_369,slide_380,slide_723
23,slide_386,slide_1035,slide_149
24,slide_388,slide_824,slide_864
25,slide_399,slide_550,slide_1234
26,slide_403,slide_49,slide_1252
27,slide_411,slide_1215,slide_231
28,slide_415,slide_816,slide_872
29,slide_439,slide_124,slide_557
30,slide_471,slide_311,slide_690
31,slide_486,slide_548,slide_819
32,slide_488,slide_103,slide_485
33,slide_530,slide_494,slide_828
34,slide_564,slide_1228,slide_1253
35,slide_565,slide_772,slide_330
36,slide_577,slide_971,slide_515
37,slide_581,slide_243,slide_964
38,slide_584,slide_1000,slide_59
39,slide_605,slide_358,slide_197
40,slide_609,slide_930,slide_271
41,slide_616,slide_458,slide_63
42,slide_625,slide_765,slide_365
43,slide_638,slide_706,slide_1028
44,slide_643,slide_1217,slide_25
45,slide_665,slide_300,slide_40
46,slide_668,slide_1153,slide_1244
47,slide_670,slide_453,slide_207
48,slide_671,slide_55,slide_1056
49,slide_675,slide_1068,slide_404
50,slide_676,slide_315,slide_717
51,slide_680,slide_320,slide_270
52,slide_697,slide_508,slide_158
53,slide_702,slide_362,slide_812
54,slide_727,slide_860,slide_105
55,slide_730,slide_598,slide_750
56,slide_778,slide_228,slide_77
57,slide_779,slide_624,slide_637
58,slide_786,slide_363,slide_1239
59,slide_794,slide_70,slide_9
60,slide_823,slide_3,slide_1065
61,slide_834,slide_791,slide_1137
62,slide_852,slide_322,slide_163
63,slide_857,slide_839,slide_913
64,slide_885,slide_212,slide_503
65,slide_898,slide_799,slide_703
66,slide_916,slide_1135,slide_272
67,slide_917,slide_264,slide_141
68,slide_954,slide_1218,slide_156
69,slide_966,slide_801,slide_1170
70,slide_972,slide_335,slide_305
71,slide_978,slide_1149,slide_6
72,slide_981,slide_714,slide_1113
73,slide_1031,slide_980,slide_1077
74,slide_1041,slide_190,slide_89
75,slide_1059,slide_100,slide_62
76,slide_1066,slide_337,slide_884
77,slide_1074,slide_1196,slide_663
78,slide_1080,slide_1173,slide_1231
79,slide_1084,slide_912,slide_838
80,slide_1088,slide_1049,slide_51
81,slide_1093,slide_1208,slide_401
82,slide_1095,slide_23,slide_687
83,slide_1115,slide_496,slide_688
84,slide_1116,slide_91,slide_1090
85,slide_1125,slide_533,slide_400
86,slide_1159,slide_1160,slide_497
87,slide_1164,slide_292,slide_394
88,slide_1175,slide_968,slide_729
89,slide_1203,slide_296,slide_16
90,slide_1210,slide_232,slide_573
91,slide_1212,slide_728,slide_1232
92,slide_1229,slide_867,slide_1040
93,slide_1235,slide_201,slide_667
94,slide_1236,slide_1117,slide_1237
95,slide_1241,slide_1148,slide_737
96,slide_1245,slide_768,slide_1190
97,slide_1283,slide_995,slide_159
98,slide_0,slide_1263,slide_1013
99,slide_1,slide_481,slide_277
100,slide_2,slide_534,slide_997
101,slide_5,slide_1018,slide_406
102,slide_11,slide_132,slide_1180
103,slide_12,slide_734,slide_180
104,slide_13,slide_50,slide_979
105,slide_15,slide_1174,slide_606
106,slide_18,slide_1260,slide_426
107,slide_19,slide_1271,slide_528
108,slide_22,slide_1192,slide_1046
109,slide_24,slide_535,slide_1254
110,slide_27,slide_1201,slide_956
111,slide_28,slide_414,slide_1014
112,slide_29,slide_544,slide_195
113,slide_30,slide_897,slide_640
114,slide_33,slide_75,slide_825
115,slide_34,slide_1091,slide_800
116,slide_35,slide_125,slide_1205
117,slide_37,slide_952,slide_170
118,slide_38,slide_1267,slide_69
119,slide_39,slide_595,slide_890
120,slide_41,slide_724,slide_795
121,slide_42,slide_646,slide_174
122,slide_43,slide_298,slide_440
123,slide_44,slide_540,slide_304
124,slide_45,slide_447,slide_1043
125,slide_46,slide_704,slide_1132
126,slide_47,slide_1286,slide_1108
127,slide_48,slide_250,slide_139
128,slide_57,slide_114,slide_219
129,slide_58,slide_882,slide_36
130,slide_61,slide_1227,slide_592
131,slide_66,slide_416,slide_677
132,slide_68,slide_368,slide_558
133,slide_71,slide_586,slide_1051
134,slide_72,slide_945,slide_623
135,slide_73,slide_375,slide_102
136,slide_74,slide_937,slide_1257
137,slide_76,slide_751,slide_1157
138,slide_79,slide_733,slide_126
139,slide_80,slide_1198,slide_442
140,slide_81,slide_1169,slide_589
141,slide_82,slide_1154,slide_1045
142,slide_83,slide_381,slide_269
143,slide_85,slide_206,slide_1016
144,slide_87,slide_836,slide_921
145,slide_88,slide_216,slide_448
146,slide_94,slide_498,slide_821
147,slide_96,slide_1211,slide_500
148,slide_97,slide_350,slide_1071
149,slide_98,slide_1151,slide_679
150,slide_101,slide_653,slide_1191
151,slide_104,slide_86,slide_383
152,slide_108,slide_1130,slide_862
153,slide_109,slide_1165,slide_1029
154,slide_110,slide_181,slide_1291
155,slide_112,slide_531,slide_961
156,slide_113,slide_128,slide_774
157,slide_115,slide_1011,slide_1194
158,slide_116,slide_251,slide_209
159,slide_119,slide_552,slide_1146
160,slide_120,slide_654,slide_895
161,slide_122,slide_831,slide_1186
162,slide_127,slide_476,slide_1155
163,slide_129,slide_452,slide_915
164,slide_131,slide_878,slide_1062
165,slide_133,slide_438,slide_245
166,slide_134,slide_894,slide_659
167,slide_138,slide_1133,slide_1275
168,slide_140,slide_157,slide_1010
169,slide_142,slide_608,slide_519
170,slide_143,slide_1082,slide_514
171,slide_144,slide_700,slide_1032
172,slide_145,slide_938,slide_1141
173,slide_146,slide_505,slide_991
174,slide_147,slide_137,slide_929
175,slide_150,slide_900,slide_941
176,slide_152,slide_996,slide_1139
177,slide_155,slide_284,slide_187
178,slide_160,slide_1048,slide_93
179,slide_164,slide_715,slide_106
180,slide_165,slide_908,slide_842
181,slide_167,slide_1024,slide_10
182,slide_168,slide_151,slide_967
183,slide_169,slide_224,slide_53
184,slide_171,slide_870,slide_830
185,slide_173,slide_92,slide_1111
186,slide_175,slide_1281,slide_1172
187,slide_176,slide_287,slide_135
188,slide_177,slide_162,slide_435
189,slide_178,slide_1221,slide_218
190,slide_179,slide_276,slide_460
191,slide_182,slide_65,slide_1118
192,slide_183,slide_234,slide_1042
193,slide_184,slide_716,slide_1288
194,slide_186,slide_90,slide_1219
195,slide_191,slide_660,slide_462
196,slide_194,slide_136,slide_1061
